"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"FFPRBUS","197811","4.859872","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197812","4.774648","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197813","55.074118","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197901","4.746838","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197902","4.41251","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197903","4.957008","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197904","4.775156","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197905","4.981794","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197906","4.852146","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197907","4.528556","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197908","4.994172","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197909","4.721937","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197910","5.183567","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197911","4.952196","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197912","4.900327","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197913","58.005609","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198001","5.116325","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198002","4.806989","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198003","5.15037","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198004","4.911688","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198005","5.013366","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198006","4.835417","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198007","4.689753","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198008","4.784789","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198009","4.777806","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198010","4.964534","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198011","4.83074","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198012","5.127001","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198013","59.007873","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198101","4.936871","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198102","4.714113","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198103","5.205427","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198104","4.138556","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198105","4.24867","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198106","4.675861","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198107","5.010459","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198108","5.180611","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198109","5.067105","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198110","5.257536","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198111","4.957487","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198112","5.136365","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198113","58.529329","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198201","4.922012","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198202","4.732055","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198203","5.270968","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198204","4.874032","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198205","4.8601","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198206","4.763409","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198207","4.593616","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198208","4.832697","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198209","4.617037","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198210","4.768214","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198211","4.584456","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198212","4.63914","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198213","57.457822","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198301","4.706427","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198302","4.292753","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198303","4.6696","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198304","4.438715","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198305","4.494837","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198306","4.374476","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198307","4.329732","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198308","4.714708","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198309","4.550882","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198310","4.703196","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198311","4.578985","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198312","4.561649","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198313","54.415961","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198401","4.977566","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198402","4.773409","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198403","5.063687","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198404","4.816932","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198405","5.070078","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198406","4.844285","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198407","4.927809","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198408","5.245772","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198409","4.893169","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198410","4.803711","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198411","4.639997","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198412","4.79274","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198413","58.849156","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198501","4.872001","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198502","4.576424","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198503","4.988862","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198504","4.80825","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198505","4.909847","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198506","4.673066","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198507","4.659173","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198508","4.860263","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198509","4.676914","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198510","4.932527","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198511","4.634488","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198512","4.946909","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198513","57.538724","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198601","5.146572","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198602","4.637777","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198603","4.969098","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198604","4.667395","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198605","4.708671","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198606","4.54074","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198607","4.539031","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198608","4.670774","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198609","4.514203","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198610","4.771448","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198611","4.594758","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198612","4.814764","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198613","56.575231","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198701","4.934824","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198702","4.531135","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198703","4.878922","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198704","4.620659","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198705","4.622972","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198706","4.638669","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198707","4.546796","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198708","4.801754","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198709","4.724148","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198710","5.000087","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198711","4.84951","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198712","5.017268","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198713","57.166745","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198801","4.952621","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198802","4.75466","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198803","5.088963","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198804","4.697524","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198805","4.746819","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198806","4.663151","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198807","4.552714","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198808","4.996664","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198809","4.723291","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198810","4.867607","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198811","4.887437","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198812","4.943546","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198813","57.874997","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198901","5.00246","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198902","4.544041","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198903","5.057249","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198904","4.709408","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198905","4.897941","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198906","4.652475","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198907","4.436649","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198908","4.978368","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198909","4.720858","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198910","4.924348","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198911","4.893611","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198912","4.665269","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198913","57.482679","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199001","5.182336","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199002","4.660229","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199003","5.091319","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199004","4.767989","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199005","4.89357","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199006","4.718147","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199007","4.700484","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199008","5.000195","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199009","4.689989","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199010","5.153647","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199011","4.930831","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199012","4.770867","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199013","58.559602","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199101","5.075167","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199102","4.683585","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199103","4.991864","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199104","4.732359","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199105","4.766459","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199106","4.56338","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199107","4.695011","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199108","4.894729","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199109","4.68794","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199110","5.063228","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199111","4.828018","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199112","4.889987","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199113","57.871727","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199201","5.068281","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199202","4.656159","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199203","4.907525","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199204","4.745491","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199205","4.763","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199206","4.669729","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199207","4.775585","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199208","4.771349","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199209","4.712578","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199210","4.940771","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199211","4.728378","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199212","4.916212","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199213","57.655057","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199301","4.811233","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199302","4.420661","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199303","4.896102","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199304","4.612757","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199305","4.555786","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199306","4.606631","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199307","4.447592","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199308","4.596371","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199309","4.590486","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199310","4.771271","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199311","4.698636","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199312","4.814556","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199313","55.822082","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199401","4.728844","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199402","4.519652","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199403","5.143321","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199404","4.811271","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199405","4.813069","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199406","4.771205","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199407","4.666321","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199408","5.03667","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199409","4.804077","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199410","4.843693","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199411","4.871648","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199412","5.033869","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199413","58.043638","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199501","4.957597","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199502","4.564764","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199503","5.025225","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199504","4.649971","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199505","4.811821","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199506","4.712472","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199507","4.687062","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199508","4.857445","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199509","4.770296","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199510","4.876046","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199511","4.830162","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199512","4.797274","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199513","57.540133","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199601","4.795352","1","Total Fossil Fuels Production","Quadrillion Btu"
